iteration,act_repeat,fit_epochs,rollout_score,iter_samples,num_samples,data_collect_time,dyn_loss_0,dyn_loss_gen_0,rew_loss_0,dyn_loss_1,dyn_loss_gen_1,rew_loss_1,dyn_loss_2,dyn_loss_gen_2,rew_loss_2,dyn_loss_3,dyn_loss_gen_3,rew_loss_3,model_update_time,policy_update_time,eval_score,eval_log_time,iter_time
0,1,100,-2814.8052002839922,4000,4000,1.0168015956878662,0.018683191780981264,0.07025445,0.0023653167361197503,0.016592949481779022,0.07248927,0.002751540576450919,0.01940422191431648,0.06952942,0.0019107644421685684,0.01679686035372709,0.070849985,0.002168784843218562,20.564664840698242,22.407140731811523,-2505.073262233499,1.3530099391937256,45.34161710739136
1,,100,-2898.3888513612865,1000,1000,0.25038647651672363,0.008050190634094179,0.0026894272,0.0009659785694869546,0.012138863792642951,0.002617114,0.0008311664544938443,0.007845378500254204,0.0025745693,0.0008425736086792313,0.008511260947367797,0.0025974768,0.0008181517187040299,26.183748722076416,22.232338190078735,-2503.841338040062,1.4345858097076416,50.10105919837952
2,,100,-3090.805587238148,1000,1000,0.2549936771392822,0.00796253391509426,0.025716076,0.0008299585335470479,0.010432579121070689,0.023022776,0.0007150243377666278,0.007136707322607781,0.035453513,0.000677810799218072,0.009451249903389093,0.023529219,0.0008421338701235323,31.304821729660034,21.842639684677124,-2546.4390794660694,1.3844592571258545,54.786914348602295
3,,100,-2857.837869474253,1000,1000,0.28533220291137695,0.007809716961620485,0.002065948,0.0009280805260299102,0.00679832770872642,0.0020581505,0.0006809711836360614,0.010665448574239718,0.0019293774,0.0009184870612122776,0.008789051447392386,0.0019849958,0.0007424248923437999,37.457478284835815,22.402724981307983,-2589.4651553251506,1.4125540256500244,61.5580894947052
4,,100,-2925.455955628556,1000,1000,0.27677345275878906,0.00777634682181554,0.0021539363,0.0007189900721781529,0.008387778002100114,0.0019401966,0.0008458704239903734,0.0065317560011186665,0.002049985,0.0006658189962856853,0.007159690253245525,0.0021506376,0.0007102901716000185,43.88326859474182,23.404815196990967,-2722.955284613127,1.459557056427002,69.02441430091858
5,,100,-2841.174029419239,1000,1000,0.2725036144256592,0.006343153411183845,0.0015086693,0.0008828730629333718,0.006713574180718173,0.0014793935,0.0009660027003106238,0.01172988870265809,0.0014110603,0.0007985378708161244,0.007646613838997754,0.0014655696,0.0007480311297430572,50.011977195739746,24.64605450630188,-2657.3532772412973,1.481297492980957,76.41183280944824
6,,100,-2837.273851072543,1000,1000,0.2654378414154053,0.008774743757533784,0.0014384066,0.0010224972312262623,0.009086944571487149,0.001490893,0.0009243802728169427,0.006476127799144205,0.0015218437,0.0008357303948806864,0.009187639728948777,0.0015547855,0.0009470606443700286,56.763829946517944,22.67855954170227,-2612.4095163080906,1.605468988418579,81.3132963180542
7,,100,-2688.72909490826,1000,1000,0.2765061855316162,0.009232970116165827,0.0033116085,0.0009328088050765195,0.008503085933625698,0.0034347542,0.0009763567501736083,0.007153734897396394,0.003273852,0.0008876921053101518,0.009023429350737406,0.0033222039,0.0009340278089179524,54.23628354072571,22.73009181022644,-2634.772014580901,1.516387939453125,78.75926947593689
8,,100,-2757.6976078709367,1000,1000,0.2743055820465088,0.007945019856323393,0.0021227526,0.000933602852604295,0.00780654868719225,0.0019154076,0.0008933451240502146,0.0066749839758386414,0.0019270536,0.0009202437287633669,0.007447406602073081,0.0019981533,0.0008625700779981455,55.184441804885864,22.623586416244507,-2579.2713779401975,1.5167453289031982,79.59907913208008
9,,100,-2847.7501783850953,1000,1000,0.27271056175231934,0.009366537016645377,0.0017570376,0.0009942582442558237,0.006830418064277999,0.0017344338,0.0007828089933633348,0.007287023322922843,0.0017323389,0.0007772751981677601,0.009341981841669398,0.0016465072,0.0010038513241202704,54.574588775634766,22.902412176132202,-2722.815080790481,1.518157720565796,79.26786923408508
10,,100,-2905.168742704333,1000,1000,0.27590489387512207,0.007504429905770385,0.0035721736,0.0008214705918288352,0.007173848709053531,0.003048665,0.0007771923591629887,0.006460064746515483,0.0027166242,0.000995283876308145,0.009045017217951161,0.0031622,0.0010497341459921124,58.446746587753296,22.821977853775024,-2594.3348296028007,1.4238777160644531,82.9685070514679
11,,100,-2817.554170704966,1000,1000,0.2700333595275879,0.007130991943104535,0.0013260621,0.0007419896689813812,0.00776554194602127,0.0012135322,0.0008199753878847221,0.006698030721852366,0.0012913328,0.0009424417773831864,0.007048137333928322,0.00118405,0.000814991602816676,54.34496712684631,22.659531116485596,-2638.579407505338,1.4895210266113281,78.76405262947083
12,,100,-2830.5261185177105,1000,1000,0.29734086990356445,0.006214589754841766,0.0013062735,0.0007664715236870154,0.006056584845468098,0.0012873897,0.0007932890189944633,0.00577989668224235,0.0012672526,0.0008700526407349627,0.006493786245356409,0.001269257,0.0008208224008201944,54.777944803237915,22.23255491256714,-2606.694439914508,1.3629982471466064,78.67083883285522
13,,100,-2577.6072620084597,1000,1000,0.2506577968597412,0.006513598717140908,0.0044237687,0.0010434244248578896,0.0067666717995034185,0.0039921175,0.0008734890155266134,0.005823404376147961,0.0041909586,0.0009711063752064899,0.0072122321045976516,0.0042178775,0.0010089325143632535,53.378838300704956,21.886250495910645,-2575.3652255322413,1.3767716884613037,76.89251828193665
14,,100,-2728.6767478602715,1000,1000,0.25530052185058594,0.0054721515340616506,0.0012880584,0.0009060898042588057,0.00588002540551278,0.0012341416,0.0010381116655332093,0.005326084089370406,0.0012855082,0.0008951276433844195,0.0054931009036241745,0.001280989,0.0008807646357739458,53.7593674659729,22.95438838005066,-2518.1375201818087,1.4526758193969727,78.42173218727112
15,,100,-2743.1374966536173,1000,1000,0.26668834686279297,0.0053267596023423335,0.0012657177,0.0008429437388703988,0.005688580807906633,0.0011108055,0.0009197385504138561,0.004482962580739843,0.0011912896,0.0007534743172629755,0.005586699649159398,0.0011828564,0.0008724664625407634,55.75601935386658,23.321487426757812,-2520.223936427514,1.4931020736694336,80.83729720115662
16,,100,-2589.381455324218,1000,1000,0.27152442932128906,0.004920422023504364,0.0019490056,0.000974649547988891,0.0045063426404507185,0.0018934717,0.000755438376788278,0.0055656188110611874,0.0019451856,0.0008114345754230661,0.005211617493507814,0.0019890517,0.0007327103355367269,56.16853356361389,22.670656204223633,-2469.5022045245305,1.5113909244537354,80.62210512161255
17,,100,-2779.684315556703,1000,1000,0.265042781829834,0.00570179636077005,0.001220702,0.0007431604257993856,0.003736596773093452,0.0011684855,0.0007093187257628508,0.004453211908741873,0.0012139967,0.0007938022501956748,0.00492072118712323,0.0012188175,0.0007385111969838641,54.422518730163574,22.97446084022522,-2537.5660985596646,1.5274724960327148,79.18949484825134
18,,100,-2636.826300820746,1000,1000,0.2833249568939209,0.003989902700354554,0.001310642,0.0007550988479384354,0.0041155608380403445,0.0011358008,0.0008421139981673689,0.004964155572637611,0.0012850554,0.0008249699805711149,0.005277478630293389,0.0012543129,0.0008298458735819678,54.59821391105652,22.71778440475464,-2476.02111326715,1.499448537826538,79.09877181053162
19,,100,-2670.5071714485102,1000,1000,0.2727320194244385,0.00568023888508276,0.0010152018,0.0007572659013355721,0.005000689019430049,0.0009161127,0.0011324795801667686,0.0046253055286574725,0.0010040927,0.0008661077364956086,0.006448964816423095,0.00094658596,0.0009885678953985323,54.36435079574585,22.576415538787842,-2559.5715703565716,1.5067720413208008,78.72027039527893
20,,100,-2524.233814710078,1000,1000,0.26633477210998535,0.004291111755431915,0.0022696278,0.001147849935496568,0.00388827302721234,0.0020841586,0.0007212612141227843,0.004724946471729449,0.0022591455,0.0011438283622644994,0.0042614875342316776,0.0022925101,0.000896736328509085,53.88447284698486,21.820720434188843,-2551.063373816877,1.376936912536621,77.34846496582031
21,,100,-2823.0125238100363,1000,1000,0.25454020500183105,0.004680822736450604,0.007290628,0.0008890824024185386,0.0035932580940425396,0.0052403216,0.0007712382001194114,0.0037174545066925337,0.006571474,0.0005453269309791907,0.004130032436199942,0.004273468,0.0011095282091873185,53.01750993728638,21.747469663619995,-2525.2652576710675,1.388669490814209,76.40818929672241
22,,100,-2608.132285382571,1000,1000,0.2590603828430176,0.004169458518641031,0.0013351344,0.0007947712046170266,0.0042013346920816265,0.0013464383,0.0008742243434036416,0.004684942541643977,0.0013318801,0.0007186644444508212,0.00464773320174795,0.0013179285,0.0006604257600419984,52.92909097671509,21.67816662788391,-2301.5284632516614,1.3785669803619385,76.24488496780396
23,,100,-2626.942539236613,1000,1000,0.28742456436157227,0.004190836890543602,0.0013059581,0.0008003955887516543,0.0038221124987289005,0.0013260994,0.0016100295089964507,0.0041167424963217,0.0013854301,0.0008464876897347977,0.0034941416138745086,0.0012903447,0.0007408108569358533,52.830018758773804,21.66991686820984,-2216.235499174417,1.3756835460662842,76.1630437374115
24,,100,-2492.912083573753,1000,1000,0.2520925998687744,0.00501474209738021,0.0014615196,0.0007146398503599423,0.0037302113119132667,0.0014388758,0.0005972537465098941,0.0037073918038561028,0.0014639946,0.0007344537868392559,0.003860490800508735,0.0014589506,0.0007599364842611308,52.92489695549011,21.732606649398804,-2562.529045869576,1.3717374801635742,76.28133368492126
25,,100,-2477.7191629368454,1000,1000,0.2516462802886963,0.004245904407330922,0.001956823,0.0006879114810786001,0.0034600426062789498,0.0018375942,0.0008369778159397597,0.0034727003349333393,0.0018996996,0.0007071907736589106,0.004057130648051293,0.001973165,0.0007504846922083929,53.014254093170166,21.7322998046875,-2636.8568126817436,1.3865940570831299,76.38479423522949
26,,100,-2621.8160541533853,1000,1000,0.24969124794006348,0.0034064814799978417,0.0016969147,0.0008036276914787536,0.0033198144828558577,0.0016951734,0.0007559465641174846,0.00380419837596009,0.0017841833,0.0007799658033407616,0.004381164789617974,0.0017657026,0.0007044962721363623,52.7113778591156,21.806331872940063,-2627.190158074203,1.3911147117614746,76.1585156917572
27,,100,-2770.9553370281014,1000,1000,0.2580735683441162,0.0037908651628436483,0.0013321232,0.00071196558728472,0.003512263450087333,0.0012562248,0.0008244756644838775,0.004957822189495272,0.0013522714,0.0008559708331464504,0.0035496282923434463,0.001355938,0.0007705386200615642,52.828126668930054,21.754339456558228,-2511.690397153435,1.367445945739746,76.20798563957214
28,,100,-2718.0394061008406,1000,1000,0.25095701217651367,0.00336979609457966,0.0015643297,0.0009639182517647135,0.004227026161376615,0.0014684931,0.0011901854922310735,0.003967151449689147,0.0014891706,0.0007951209114921489,0.0031637998715955385,0.0015054912,0.0008009919654387905,53.02511501312256,23.188535928726196,-2569.744659653797,1.7233977317810059,78.18800568580627
29,,100,-2623.910761545204,1000,1000,0.40345001220703125,0.0036036193570388214,0.0028711166,0.0008079611758074286,0.0038644859035100254,0.0029488858,0.0008144035890261281,0.003231993919162422,0.0032888986,0.0007748361344316176,0.003223584228366309,0.0037111037,0.0006640968999910948,55.19397807121277,23.241514921188354,-2678.6840676262323,1.4585986137390137,80.29754161834717
30,,100,-2653.5314543978693,1000,1000,0.2997708320617676,0.0032378391467262897,0.0016223163,0.0008505318404118321,0.003060236250107386,0.0014892309,0.0009087380888985888,0.003249439477388348,0.0015895711,0.0007977295472115582,0.0033412158194625254,0.0015328343,0.0007089699715927091,54.47239327430725,23.31541872024536,-2482.4602365594756,1.5135459899902344,79.60112881660461
31,,100,-2830.1043340977476,1000,1000,0.2745652198791504,0.0033386519026695465,0.0012200634,0.000806033057730873,0.002784574380600635,0.0011206405,0.0007597508647821235,0.0031812172905751027,0.0012554098,0.000824314534987266,0.00300506229170275,0.0012512829,0.0008239570021515294,54.33728575706482,23.30947756767273,-2436.716810516566,1.4541268348693848,79.37545537948608
32,,100,-2334.976946025318,1000,1000,0.2796773910522461,0.0033628909649061306,0.0020994928,0.0009092885955731023,0.0027190250087985577,0.0019605532,0.0011453002522585495,0.0028240562568665768,0.0020329605,0.0008266456734046948,0.002752567612927179,0.0020437718,0.0007479945708503377,54.770689964294434,23.280624628067017,-2553.9120894485322,1.4643733501434326,79.79536533355713
33,,100,-2933.1867320398574,1000,1000,0.2712216377258301,0.0026917170058479724,0.0011128561,0.0009360327278453933,0.0025252044219903798,0.0009930022,0.0008288552635349333,0.0025345837431294577,0.0010921108,0.0009259544574294467,0.002545675842509586,0.001063429,0.0008458749400641845,54.73989009857178,23.24526882171631,-2639.9332666911855,1.4769840240478516,79.73336458206177
34,,100,-2621.7348675430458,1000,1000,0.2750074863433838,0.002868218841601391,0.0013957133,0.0010135160124746664,0.002306015183198817,0.0012828028,0.0008064377126378976,0.0024746833844300434,0.0014376704,0.000767117331745293,0.0024481435705508503,0.0014530659,0.0007027929924352436,54.464802265167236,23.170172214508057,-2418.849771189766,1.4962031841278076,79.40618515014648
35,,100,-2248.063809626261,1000,1000,0.2953662872314453,0.0025044060739859634,0.0018075708,0.0007827693824561275,0.0028834529648706013,0.0017094415,0.000887503065834088,0.002494324093722567,0.001846153,0.0009020014870341639,0.002814517399220138,0.0018257954,0.0007590000869288128,54.39326810836792,23.249184131622314,-2647.3272466431595,1.5847158432006836,79.52253437042236
36,,100,-2767.2770712552665,1000,1000,0.2792630195617676,0.002532685375107186,0.0012093385,0.0009319521308572469,0.0024935083596834113,0.0011471154,0.0008019614104675699,0.002633511977346272,0.0012730972,0.0007657919836952826,0.0022892623579091565,0.0012889503,0.0007197762672000622,56.186789989471436,23.353617906570435,-2578.9023780488415,1.5572726726531982,81.37694358825684
37,,100,-2711.297644292884,1000,1000,0.2721383571624756,0.002434153290351435,0.0013484695,0.0009185082875477264,0.002207328772115312,0.0013800126,0.0007935157176392266,0.0025964132415092723,0.0014211065,0.0007782755871018281,0.00246534929420723,0.0014612963,0.00082087909983357,54.50101041793823,23.073675394058228,-2229.703248116278,1.4860923290252686,79.3329164981842
38,,100,-2060.2108219196784,1000,1000,0.2653770446777344,0.002794318732672504,0.0022275099,0.0008747525862418115,0.0024598336502985687,0.002168745,0.0008360549501067369,0.002412211287728682,0.0022415295,0.0008266880628367772,0.0027708448137023617,0.0023500798,0.000743763472609298,54.24851036071777,22.949336290359497,-2437.4191361942712,1.439443826675415,78.90266752243042
39,,100,-2165.006461413146,1000,1000,0.2616422176361084,0.002467020823411187,0.0021381546,0.0009494323333326195,0.002404423732291527,0.0019897616,0.0009196325994039676,0.0023155878868182096,0.0021426883,0.0008697919464404029,0.0026510271519346504,0.0022709235,0.0007616104665022267,54.291935205459595,22.895057439804077,-2287.141225550494,1.4587585926055908,78.90739345550537
40,,100,-2392.41167312748,1000,1000,0.2708578109741211,0.002282982269225984,0.0016868155,0.0007966226691437163,0.002165932453009395,0.0015893908,0.0008342257078394902,0.0027288033731509838,0.0017458678,0.0008421935038926193,0.002420823256086026,0.0017534656,0.0010842490449490749,54.22318172454834,22.881611108779907,-2503.739393478873,1.4704203605651855,78.84607100486755
41,,100,-2855.823457238118,1000,1000,0.27225279808044434,0.0024149230139672148,0.00090895145,0.000966531127140078,0.0022779552227988535,0.0008953994,0.0008941153016853697,0.0026174220921737807,0.0009881359,0.0008108024152794055,0.0023165571607877407,0.0010024037,0.0008341397339364096,54.23911643028259,22.819114446640015,-2594.6382209631256,1.4481549263000488,78.7786386013031
42,,100,-2831.038701699661,1000,1000,0.2633068561553955,0.00208202756143042,0.00090708374,0.0006854483615416957,0.002130506543575653,0.00083747867,0.0007014444581356508,0.002280081788610135,0.00090083,0.0009113482760303483,0.0024420050761605402,0.0009136365,0.000734749712211517,54.16318154335022,22.88602924346924,-2502.3550844489337,1.4558544158935547,78.76837205886841
43,,100,-2711.0069362580184,1000,1000,0.30007100105285645,0.002313174711236236,0.0011441521,0.0008366212168024207,0.0021042853085400195,0.0011136722,0.0007822935271067355,0.0021866322400010364,0.0011575837,0.0009956025204868341,0.002089249611623129,0.0011925668,0.0007686447257138028,54.205222606658936,22.819928884506226,-2233.9115859452572,1.4667770862579346,78.79199957847595
44,,100,-2533.8998514130003,1000,1000,0.274322509765625,0.0023993466486584166,0.001254612,0.000700658895265387,0.002047359061959599,0.0011477945,0.0009375555162812222,0.0020885261426660784,0.0012622486,0.0007140695542686296,0.0021409742814507715,0.0012521847,0.0006818488574045121,54.38628363609314,22.88656449317932,-2355.7606203215514,1.4670522212982178,79.0142228603363
45,,100,-2749.7213967805915,1000,1000,0.27121710777282715,0.002596139888830331,0.010887114,0.0006495035735757224,0.0022120417086217477,0.007280841,0.0006634910829716876,0.002380250240391006,0.010424306,0.0007921114827658297,0.00234864342824689,0.011966666,0.0007045368238694357,54.25107955932617,22.900970935821533,-2193.90820575381,1.500544786453247,78.92381238937378
46,,100,-2486.783467684734,1000,1000,0.2714707851409912,0.002488599500941987,0.0013880681,0.0008420588196806458,0.002054135096544514,0.0012929011,0.0008052818949942534,0.002346360989447151,0.0014635194,0.0007547226245039884,0.0026196319068192827,0.0014795067,0.0007082541468458213,54.32000660896301,22.956712007522583,-2262.675628536699,1.48915433883667,79.03734374046326
47,,100,-2809.3835992061167,1000,1000,0.28043699264526367,0.002428620350452102,0.0008343138,0.0006536307616387399,0.0024426511289285763,0.00075016706,0.0007154065414749998,0.0024731805576581737,0.00082150317,0.000623170695652501,0.0025731395378860893,0.0008533863,0.0006786942866877938,54.469661474227905,23.218133687973022,-2300.3505115714715,1.4904119968414307,79.45864415168762
48,,100,-2764.7103668946847,1000,1000,0.27962708473205566,0.0027383028634120616,0.00077453954,0.0009792011043493996,0.0023034013361118884,0.00079340814,0.0009478287586029999,0.003027670741157264,0.00082577195,0.0006782714484202466,0.003078665185187544,0.00084001746,0.0006717128574620096,54.465364933013916,22.81749129295349,-2302.103268555169,1.46653413772583,79.0290174484253
49,,100,-2091.6644844020398,1000,1000,0.27544260025024414,0.002902437110754604,0.002171522,0.0006686419293721568,0.0028107108795369156,0.0020252273,0.000616003602994986,0.002799417562212567,0.0020206524,0.0006339854598805613,0.0027517057641656423,0.002139838,0.0006549755629266099,54.609774112701416,22.973958492279053,-2153.3222739983084,1.4925429821014404,79.35171818733215
50,,100,-2983.1597869405027,1000,1000,0.3228030204772949,0.0027373599420700756,0.0007703027,0.0006394832631411525,0.002357993928278435,0.0007364942,0.0006915275031244572,0.002542299660378877,0.00076029496,0.0006467928101394173,0.0025310510893029217,0.0007711584,0.000677926046536209,54.198641777038574,22.965813159942627,-2174.9855554659757,1.4683818817138672,78.95563983917236
51,,100,-2384.4204568361683,1000,1000,0.26725029945373535,0.0026643483861520582,0.0014078487,0.0005788557012850532,0.002321886939319725,0.0013830205,0.0005769867792117352,0.0025349844589221235,0.0014325606,0.000644774603234528,0.002367201161437801,0.0014246465,0.0006006132212600537,54.72133827209473,23.227421522140503,-2406.1532219078435,1.4733893871307373,79.6893994808197
52,,100,-2449.0746620679406,1000,1000,0.28366661071777344,0.002531006210008446,0.0012261609,0.0006480039488191583,0.0025558866018771517,0.0011623112,0.000602801567375926,0.00311231223524225,0.0011778371,0.0006368391385672576,0.0021730167339841016,0.0012101333,0.0006257594487040627,54.83190417289734,23.12763237953186,-2449.1282684564135,1.4785211086273193,79.72172427177429
53,,100,-2665.5987648307046,1000,1000,0.27919960021972656,0.0026572477642674837,0.0009944902,0.0005185617382248522,0.0023106924467244925,0.0010249084,0.0005281569575178151,0.002394050659079637,0.0010134875,0.0006042074587918362,0.0024227501197280933,0.0010385476,0.0005201005355492995,54.6599543094635,22.91960120201111,-2294.1412566834356,1.4536123275756836,79.31236743927002
54,,100,-2786.305452802543,1000,1000,0.2787454128265381,0.0021803166779062275,0.0009955707,0.0005585283292837593,0.0021928018101548055,0.00095839176,0.0005950697451801401,0.0026547155076903956,0.0010258529,0.000622632120954519,0.002369523181446961,0.0009628397,0.0005189698814338415,54.485069274902344,23.210340976715088,-2443.6554527270273,1.5022599697113037,79.47641563415527
55,,100,-2851.238778789802,1000,1000,0.2964034080505371,0.0022180174995327785,0.00082495966,0.000679925685197267,0.002073746718637341,0.0008034803,0.0005297895772762749,0.0020462581816566537,0.00085407484,0.0007021334414294331,0.0020996994310419777,0.0008214277,0.0004935972517289754,56.91561245918274,24.572845935821533,-2443.82739038324,1.5958831310272217,83.38074493408203
56,,100,-2708.27271213205,1000,1000,0.28578925132751465,0.0025169399296104604,0.0011241616,0.000670551274884112,0.002016155170371794,0.0010620386,0.0006081208275460011,0.0026062320993871105,0.0010919758,0.0007072261389706056,0.002020653581949977,0.0010938741,0.0005204107877275697,58.362603187561035,24.14161515235901,-2564.2896992944798,1.557018756866455,84.34702634811401
57,,100,-2734.232432176713,1000,1000,0.3207545280456543,0.0020558392576759264,0.000983407,0.000739850677616362,0.0019232175141877057,0.0009726695,0.0007061269882667277,0.0020159143640906835,0.00097329286,0.0006284793679678471,0.0024093282884176895,0.000957298,0.0007208639456491385,58.40990734100342,24.59877872467041,-2385.7532324947892,1.5736563205718994,84.90309691429138
58,,100,-2825.7144427544686,1000,1000,0.3143460750579834,0.0017743133749736815,0.0008659115,0.0007442438414282336,0.0019393008420890083,0.000844243,0.0006180355890787073,0.002075677889646316,0.0008678572,0.0006706496897837793,0.0018288646587075628,0.00088365807,0.0006536928205085653,57.21040344238281,24.46485424041748,-2389.6894078111527,1.4074831008911133,83.39708685874939
59,,100,-2835.5939916047973,1000,1000,0.24943232536315918,0.0018789594807681075,0.00071680377,0.0007020099835745914,0.001971993286504733,0.00068679854,0.000713696381390779,0.001891753405845743,0.000699114,0.0006755992184554664,0.0018103496570672309,0.0006805375,0.0006038927792676021,52.824244022369385,21.698224782943726,-2574.4864433909993,1.4036579132080078,76.17555904388428
